FlowNo,FirstSentTime,LastReceivedTime,FromIP,ToIP,SendToPort,ReceivedFromPort,SentFrameSize,ReceivedFrameSize,SentData,ReceivedData,Protocol,TransactionTime,HasSubFlow,isAbnormal
1083,2019-3-8 16:17:30.823655,2019-3-8 16:17:31.374109,192.168.3.163,192.168.2.155,3610,3610,98,134,10:81:00:7a:0e:f0:01:05:fd:01:62:16:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:00,10:81:00:5b:05:fd:01:0e:f0:01:52:15:80:01:30:81:01:00:82:04:03:3c:61:00:83:00:84:00:85:00:86:06:02:00:00:1b:20:e2:87:01:64:88:01:41:89:02:03:ff:8a:03:00:00:1b:8b:03:00:00:01:8c:0c:4e:57:44:4e:41:30:31:20:20:20:20:20:8d:00:8e:04:07:dd:06:06:8f:00:93:00:97:00:98:00:99:00:9a:00,eth:ethertype:ip:udp:data,551.0,false,false
1167,2019-3-8 16:17:31.376107,2019-3-8 16:17:30.735490,192.168.3.163,192.168.2.184,3610,3610,96,146,10:81:00:ce:0e:f0:01:0e:f0:01:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:06:05:fd:01:0e:f0:01:52:15:80:01:31:81:01:00:82:04:00:00:42:00:83:00:84:00:85:00:86:06:02:00:00:1b:20:e2:87:01:64:88:01:41:89:02:03:ff:8a:03:00:00:1b:8b:03:00:00:01:8c:0c:48:45:4d:2d:43:4d:31:31:41:20:20:20:8d:0c:00:00:00:00:00:00:00:00:00:00:00:00:8e:04:07:dd:04:13:8f:00:93:00:97:00:98:00:99:00:9a:00,eth:ethertype:ip:udp:data,0.0,false,false
1052,2019-3-8 16:17:30.642779,2019-3-8 16:17:31.401716,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,759.0,false,false
1171,2019-3-8 16:17:31.406268,2019-3-8 16:17:31.49557,192.168.3.163,192.168.2.106,3610,3610,96,129,10:81:00:d2:0e:f0:01:00:11:01:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:29:00:11:01:0e:f0:01:52:16:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:2c:8b:03:00:00:01:8c:0c:42:48:53:49:46:30:31:41:20:20:20:20:8d:00:8e:04:07:dc:0b:1a:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:02:00:b2,eth:ethertype:ip:udp:data,0.0,false,false
1128,2019-3-8 16:17:31.84700,2019-3-8 16:17:31.412129,192.168.3.163,192.168.2.192,3610,3610,96,106,10:81:00:a7:0e:f0:01:00:11:01:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:87:00:11:06:0e:f0:01:52:15:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,eth:ethertype:ip:udp:data,327.0,false,false
1055,2019-3-8 16:17:30.651752,2019-3-8 16:17:31.417253,192.168.3.163,192.168.2.193,3610,3610,96,110,10:81:00:5e:0e:f0:01:00:11:03:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:30:00:11:06:0e:f0:01:52:16:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:02:00:d7,eth:ethertype:ip:udp:data,766.0,false,false
1151,2019-3-8 16:17:31.278964,2019-3-8 16:17:31.426348,192.168.3.163,192.168.2.132,3610,3610,96,127,10:81:00:be:0e:f0:01:0e:f0:01:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:88:02:90:01:0e:f0:01:52:16:80:01:31:81:01:00:82:04:03:3c:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:1b:8b:03:00:00:01:8c:0c:4c:49:47:48:54:2d:43:4f:4e:54:20:20:8d:00:8e:04:07:dc:06:05:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:00,eth:ethertype:ip:udp:data,147.0,false,false
1174,2019-3-8 16:17:31.427081,2019-3-8 16:17:30.411100,192.168.3.163,192.168.2.110,3610,3610,96,133,10:81:00:d5:0e:f0:01:00:11:01:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:2e:0e:f0:01:0e:f0:01:52:15:80:01:30:81:00:82:04:01:01:01:00:83:11:fe:00:00:1b:00:0e:7b:85:75:10:00:00:00:00:00:00:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:03:00:00:1b:8b:00:8c:00:8d:0c:30:30:30:65:37:62:38:35:37:35:31:30:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,eth:ethertype:ip:udp:data,0.0,false,false
1079,2019-3-8 16:17:30.801807,2019-3-8 16:17:31.435240,192.168.3.163,192.168.2.195,3610,3610,98,110,10:81:00:76:0e:f0:01:00:11:06:62:16:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:00,10:81:00:60:00:11:05:0e:f0:01:52:16:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:02:00:8f,eth:ethertype:ip:udp:data,634.0,false,false
1176,2019-3-8 16:17:31.442761,2019-3-8 16:17:31.434844,192.168.3.163,192.168.2.132,3610,3610,98,133,10:81:00:d7:0e:f0:01:02:90:02:62:16:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:00,10:81:00:be:0e:f0:01:0e:f0:01:52:15:80:01:30:81:00:82:04:01:01:01:00:83:11:fe:00:00:1b:00:0e:7b:13:7c:10:00:00:00:00:00:00:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:03:00:00:1b:8b:00:8c:00:8d:0c:30:30:30:65:37:62:31:33:37:63:31:30:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,eth:ethertype:ip:udp:data,0.0,false,false
1058,2019-3-8 16:17:30.672749,2019-3-8 16:17:31.451643,192.168.3.163,192.168.2.179,3610,3610,98,146,10:81:00:61:0e:f0:01:05:fd:01:62:16:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:00,10:81:00:5a:05:fd:01:0e:f0:01:52:15:80:01:31:81:01:00:82:04:00:00:42:00:83:00:84:00:85:00:86:06:02:00:00:1b:20:e2:87:01:64:88:01:41:89:02:03:ff:8a:03:00:00:1b:8b:03:00:00:01:8c:0c:48:45:4d:2d:43:4d:31:31:41:20:20:20:8d:0c:00:00:00:00:00:00:00:00:00:00:00:00:8e:04:07:dd:04:13:8f:00:93:00:97:00:98:00:99:00:9a:00,eth:ethertype:ip:udp:data,779.0,false,false
1179,2019-3-8 16:17:31.455235,2019-3-8 16:17:31.44808,192.168.3.163,192.168.2.103,3610,3610,96,125,10:81:00:da:0e:f0:01:0e:f0:01:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:41:00:11:01:0e:f0:01:52:15:80:01:30:81:01:08:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:2c:8b:03:00:00:01:8c:0c:42:48:53:49:46:30:31:41:20:20:20:20:8d:00:8e:04:07:dc:0b:1a:8f:00:93:00:97:00:98:00:99:00:9a:00,eth:ethertype:ip:udp:data,0.0,false,false
1180,2019-3-8 16:17:31.456749,2019-3-8 16:17:29.973234,192.168.3.163,192.168.2.163,3610,3610,96,63,10:81:00:db:0e:f0:01:0e:f0:01:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:01:0e:f0:01:0e:f0:01:72:01:d6:07:02:05:fd:01:05:fd:02,eth:ethertype:ip:udp:data,0.0,false,false
1039,2019-3-8 16:17:30.560721,2019-3-8 16:17:31.461336,192.168.3.163,192.168.2.194,3610,3610,98,106,10:81:00:52:0e:f0:01:00:11:07:62:16:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:00,10:81:00:4d:00:11:08:0e:f0:01:52:15:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,eth:ethertype:ip:udp:data,901.0,false,false
1184,2019-3-8 16:17:31.479145,2019-3-8 16:17:30.335626,192.168.3.163,192.168.2.104,3610,3610,98,133,10:81:00:df:0e:f0:01:00:11:01:62:16:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:00,10:81:00:1e:0e:f0:01:0e:f0:01:52:15:80:01:30:81:00:82:04:01:01:01:00:83:11:fe:00:00:1b:00:0e:7b:ed:7b:10:00:00:00:00:00:00:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:03:00:00:1b:8b:00:8c:00:8d:0c:30:30:30:65:37:62:65:64:37:62:31:30:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,eth:ethertype:ip:udp:data,0.0,false,false
1185,2019-3-8 16:17:31.490187,2019-3-8 16:17:30.967064,192.168.3.163,192.168.2.145,3610,3610,96,129,10:81:00:e0:0e:f0:01:00:11:01:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:2d:00:11:01:0e:f0:01:52:16:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:2c:8b:03:00:00:01:8c:0c:42:48:53:49:46:30:31:41:20:20:20:20:8d:00:8e:04:07:da:02:18:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:02:00:4e,eth:ethertype:ip:udp:data,0.0,false,false
1113,2019-3-8 16:17:30.997970,2019-3-8 16:17:31.498681,192.168.3.163,192.168.2.133,3610,3610,96,118,10:81:00:98:0e:f0:01:00:22:05:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:6b:00:22:06:0e:f0:01:52:16:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:2c:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:02:00:01:98:04:07:d0:03:13:99:00:9a:00:e0:04:00:00:5f:41,eth:ethertype:ip:udp:data,501.0,false,false
1188,2019-3-8 16:17:31.501610,2019-3-8 16:17:31.502802,192.168.3.163,192.168.2.152,3610,3610,96,148,10:81:00:e3:0e:f0:01:0e:f0:01:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:5d:05:fd:01:0e:f0:01:52:16:80:01:30:81:01:00:82:04:03:3c:61:00:83:00:84:00:85:00:86:06:02:00:00:1b:20:e2:87:01:64:88:01:41:89:02:03:ff:8a:03:00:00:1b:8b:03:00:00:01:8c:0c:4e:57:44:4e:41:30:31:20:20:20:20:20:8d:00:8e:04:07:dd:06:06:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:0c:30:30:30:30:30:30:30:30:30:30:30:30,eth:ethertype:ip:udp:data,1.0,false,false
1191,2019-3-8 16:17:31.518079,2019-3-8 16:17:29.955141,192.168.3.163,192.168.2.126,3610,3610,96,57,10:81:00:e6:0e:f0:01:0e:f0:01:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:01:0e:f0:01:0e:f0:01:72:01:d6:01:00,eth:ethertype:ip:udp:data,0.0,false,false
1035,2019-3-8 16:17:30.541188,2019-3-8 16:17:31.518498,192.168.3.163,192.168.2.135,3610,3610,98,112,10:81:00:4e:0e:f0:01:00:22:06:62:16:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:00,10:81:00:49:00:22:02:0e:f0:01:52:15:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:2c:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:02:00:01:98:04:07:d0:03:13:99:00:9a:00,eth:ethertype:ip:udp:data,978.0,false,false
1122,2019-3-8 16:17:31.58424,2019-3-8 16:17:31.526502,192.168.3.163,192.168.2.191,3610,3610,96,106,10:81:00:a1:0e:f0:01:00:11:03:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:9d:00:11:07:0e:f0:01:52:15:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,eth:ethertype:ip:udp:data,468.0,false,false
1101,2019-3-8 16:17:30.910575,2019-3-8 16:17:31.552021,192.168.3.163,192.168.2.164,3610,3610,96,148,10:81:00:8c:0e:f0:01:05:fd:01:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:68:05:fd:01:0e:f0:01:52:16:80:01:31:81:01:00:82:04:03:3c:61:00:83:00:84:00:85:00:86:06:02:00:00:1b:20:e2:87:01:64:88:01:41:89:02:03:ff:8a:03:00:00:1b:8b:03:00:00:01:8c:0c:4e:57:44:4e:41:30:31:20:20:20:20:20:8d:00:8e:04:07:dd:06:06:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:0c:30:30:30:30:30:30:30:30:30:30:30:30,eth:ethertype:ip:udp:data,642.0,false,false
1194,2019-3-8 16:17:31.561862,2019-3-8 16:17:30.528855,192.168.3.163,192.168.2.183,3610,3610,98,133,10:81:00:ea:0e:f0:01:05:fd:01:62:16:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:00,10:81:00:46:0e:f0:01:0e:f0:01:52:15:80:01:30:81:00:82:04:01:0a:01:00:83:11:fe:00:00:1b:e8:e0:b7:02:71:ff:00:00:00:00:00:00:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:03:00:00:1b:8b:00:8c:00:8d:0c:65:38:65:30:62:37:30:32:37:31:66:66:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,eth:ethertype:ip:udp:data,0.0,false,false
1196,2019-3-8 16:17:31.570749,2019-3-8 16:17:29.958848,192.168.3.163,192.168.2.160,3610,3610,98,63,10:81:00:ec:0e:f0:01:05:fd:01:62:16:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:00,10:81:00:01:0e:f0:01:0e:f0:01:72:01:d6:07:02:05:fd:01:05:fd:02,eth:ethertype:ip:udp:data,0.0,false,false
1197,2019-3-8 16:17:31.572417,2019-3-8 16:17:29.970086,192.168.3.163,192.168.2.113,3610,3610,96,63,10:81:00:e8:0e:f0:01:0e:f0:01:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:01:0e:f0:01:0e:f0:01:72:01:d6:07:02:00:07:01:00:07:02,eth:ethertype:ip:udp:data,0.0,false,false
1198,2019-3-8 16:17:31.578005,2019-3-8 16:17:29.965958,192.168.3.163,192.168.2.130,3610,3610,96,57,10:81:00:ed:0e:f0:01:0e:f0:01:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:01:0e:f0:01:0e:f0:01:72:01:d6:01:00,eth:ethertype:ip:udp:data,0.0,false,false
1199,2019-3-8 16:17:31.578615,2019-3-8 16:17:31.236268,192.168.3.163,192.168.2.168,3610,3610,98,134,10:81:00:ee:0e:f0:01:05:fd:01:62:16:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:00,10:81:00:3f:05:fd:01:0e:f0:01:52:15:80:01:31:81:01:00:82:04:03:3c:61:00:83:00:84:00:85:00:86:06:02:00:00:1b:20:e2:87:01:64:88:01:41:89:02:03:ff:8a:03:00:00:1b:8b:03:00:00:01:8c:0c:4e:57:44:4e:41:30:31:20:20:20:20:20:8d:00:8e:04:07:dd:06:06:8f:00:93:00:97:00:98:00:99:00:9a:00,eth:ethertype:ip:udp:data,0.0,false,false
1202,2019-3-8 16:17:31.583807,2019-3-8 16:17:31.14791,192.168.3.163,192.168.2.108,3610,3610,96,129,10:81:00:f1:0e:f0:01:00:11:01:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:21:00:11:01:0e:f0:01:52:16:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:2c:8b:03:00:00:01:8c:0c:42:48:53:49:46:30:31:41:20:20:20:20:8d:00:8e:04:07:dc:0b:1a:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:02:00:f7,eth:ethertype:ip:udp:data,0.0,false,false
1072,2019-3-8 16:17:30.756802,2019-3-8 16:17:31.603980,192.168.3.163,192.168.2.137,3610,3610,98,112,10:81:00:6f:0e:f0:01:00:22:04:62:16:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:00,10:81:00:63:00:22:03:0e:f0:01:52:15:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:2c:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:02:00:01:98:04:07:d0:03:13:99:00:9a:00,eth:ethertype:ip:udp:data,848.0,false,false
1104,2019-3-8 16:17:30.923214,2019-3-8 16:17:31.609037,192.168.3.163,192.168.2.195,3610,3610,96,110,10:81:00:8f:0e:f0:01:00:11:06:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:76:00:11:06:0e:f0:01:52:16:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:02:00:96,eth:ethertype:ip:udp:data,686.0,false,false
1056,2019-3-8 16:17:30.668981,2019-3-8 16:17:31.621101,192.168.3.163,192.168.2.139,3610,3610,98,112,10:81:00:5f:0e:f0:01:00:22:02:62:16:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:00,10:81:00:3c:00:22:05:0e:f0:01:52:15:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:2c:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:02:00:01:98:04:07:d0:03:13:99:00:9a:00,eth:ethertype:ip:udp:data,953.0,false,false
1000,2019-3-8 16:17:30.399947,2019-3-8 16:17:31.625572,192.168.3.163,192.168.2.140,3610,3610,98,118,10:81:00:2b:0e:f0:01:00:22:08:62:16:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:00,10:81:00:20:00:22:07:0e:f0:01:52:16:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:2c:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:02:00:02:98:04:07:d0:03:13:99:00:9a:00:e0:04:00:00:11:bf,eth:ethertype:ip:udp:data,1225.0,false,false
1131,2019-3-8 16:17:31.106287,2019-3-8 16:17:31.634228,192.168.3.163,192.168.2.192,3610,3610,96,106,10:81:00:aa:0e:f0:01:00:11:04:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:a7:00:11:01:0e:f0:01:52:15:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,eth:ethertype:ip:udp:data,527.0,false,false
1063,2019-3-8 16:17:30.691310,2019-3-8 16:17:31.639746,192.168.3.163,192.168.2.193,3610,3610,96,106,10:81:00:66:0e:f0:01:00:11:06:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:5e:00:11:03:0e:f0:01:52:15:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,eth:ethertype:ip:udp:data,949.0,false,false
1127,2019-3-8 16:17:31.83267,2019-3-8 16:17:31.648678,192.168.3.163,192.168.2.157,3610,3610,96,134,10:81:00:a6:0e:f0:01:0e:f0:01:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:8d:05:fd:01:0e:f0:01:52:15:80:01:31:81:01:08:82:04:03:3c:61:00:83:00:84:00:85:00:86:06:02:00:00:1b:20:e2:87:01:64:88:01:41:89:02:03:ff:8a:03:00:00:1b:8b:03:00:00:01:8c:0c:4e:57:44:4e:41:30:31:20:20:20:20:20:8d:00:8e:04:07:dd:06:06:8f:00:93:00:97:00:98:00:99:00:9a:00,eth:ethertype:ip:udp:data,565.0,false,false
1149,2019-3-8 16:17:31.264452,2019-3-8 16:17:31.678386,192.168.3.163,192.168.2.154,3610,3610,98,134,10:81:00:bc:0e:f0:01:05:fd:01:62:16:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:00,10:81:00:8b:05:fd:01:0e:f0:01:52:15:80:01:30:81:01:00:82:04:03:3c:61:00:83:00:84:00:85:00:86:06:02:00:00:1b:20:e2:87:01:64:88:01:41:89:02:03:ff:8a:03:00:00:1b:8b:03:00:00:01:8c:0c:4e:57:44:4e:41:30:31:20:20:20:20:20:8d:00:8e:04:07:dd:06:06:8f:00:93:00:97:00:98:00:99:00:9a:00,eth:ethertype:ip:udp:data,413.0,false,false
1201,2019-3-8 16:17:31.583728,2019-3-8 16:17:31.683406,192.168.3.163,192.168.2.109,3610,3610,96,125,10:81:00:f0:0e:f0:01:0e:f0:01:62:15:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00,10:81:00:69:00:11:01:0e:f0:01:52:15:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:2c:8b:03:00:00:01:8c:0c:42:48:53:49:46:30:31:41:20:20:20:20:8d:00:8e:04:07:dc:0b:1a:8f:00:93:00:97:00:98:00:99:00:9a:00,eth:ethertype:ip:udp:data,99.0,false,false
1021,2019-3-8 16:17:30.505893,2019-3-8 16:17:31.699223,192.168.3.163,192.168.2.136,3610,3610,98,118,10:81:00:40:0e:f0:01:00:22:03:62:16:80:00:81:00:82:00:83:00:84:00:85:00:86:00:87:00:88:00:89:00:8a:00:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:00:98:00:99:00:9a:00:e0:00,10:81:00:3e:00:22:08:0e:f0:01:52:16:80:01:30:81:01:00:82:04:03:2a:61:00:83:00:84:00:85:00:86:00:87:00:88:01:42:89:00:8a:03:00:00:2c:8b:00:8c:00:8d:00:8e:00:8f:00:93:00:97:02:00:02:98:04:07:d0:03:13:99:00:9a:00:e0:04:00:00:72:21,eth:ethertype:ip:udp:data,1193.0,false,false
